498331,few
502832,none
500470,few
497927,none
497928,none
497929,none
497933,overcast
499519,broken
500021,none
497934,few
499520,isolated
497935,overcast
500022,overcast
497936,none
497937,none
497938,none
497939,overcast
497940,overcast
497941,overcast
497942,none
498332,few
497945,overcast
497946,overcast
498655,broken
497948,overcast
497947,overcast
497949,broken
504499,broken
497954,none
497955,overcast
499521,scattered
497956,broken
497957,overcast
497958,none
497959,none
497960,scattered
500026,none
497962,scattered
497963,none
497964,none
497965,none
497970,few
497971,few
497972,none
521945,scattered
497978,none
509334,none
497979,few
505041,scattered
497981,none
514012,few
497983,few
505533,none
501266,none
508890,none
498658,overcast
511016,none
516834,none
504186,none
504185,few
498659,none
497988,overcast
497989,overcast
498660,few
498661,overcast
497991,overcast
498666,overcast
500029,overcast
507035,few
498341,overcast
523706,overcast
501520,isolated
505042,none
521169,overcast
540949,overcast
499071,overcast
544724,scattered
497992,broken
497993,isolated
498342,broken
505877,overcast
497994,broken
497995,broken
504501,broken
498343,overcast
498344,overcast
500471,broken
499527,scattered
500891,few
497997,broken
497998,broken
497999,overcast
498000,none
499072,overcast
499073,none
499074,scattered
500031,broken
501521,none
498001,overcast
499075,few
498003,broken
498004,broken
498005,overcast
499076,isolated
499078,overcast
498011,overcast
635789,broken
498014,overcast
498015,none
498016,broken
498017,broken
498020,isolated
498022,broken
499079,overcast
498024,few
498671,broken
498025,none
498026,none
498027,none
501268,overcast
499080,overcast
499081,overcast
498028,overcast
498029,scattered
499531,isolated
499532,isolated
498030,overcast
498032,none
498033,scattered
498034,none
498035,none
498036,none
498037,few
518522,none
498038,none
498039,none
498040,none
498041,few
498042,isolated
498043,none
498044,broken
498046,few
500032,few
498047,few
498672,few
498048,few
498673,few
498049,none
498050,few
498051,isolated
498052,few
498053,isolated
498674,none
498675,none
498054,broken
498055,few
498056,few
498058,broken
498059,isolated
499533,none
498060,few
498061,scattered
498062,none
498063,scattered
498064,broken
498065,isolated
498066,broken
498067,broken
498068,broken
498069,broken
498070,overcast
498071,none
498072,few
498073,overcast
498074,broken
498676,few
498351,few
498075,isolated
498076,none
498077,broken
498078,isolated
498079,broken
498080,broken
498081,few
498082,broken
505044,broken
498083,broken
498084,broken
498085,isolated
505045,broken
501523,few
498086,broken
498087,overcast
498677,few
498088,overcast
498089,none
499534,overcast
498090,broken
498091,overcast
498092,broken
498678,few
498093,broken
498094,overcast
498095,broken
498096,broken
498097,broken
498098,broken
505046,few
498352,scattered
498099,overcast
498100,overcast
500472,overcast
498101,none
498353,few
498355,none
498356,overcast
499535,overcast
499536,none
499082,overcast
498679,few
498357,scattered
500033,overcast
498681,few
498362,isolated
499538,none
547494,broken
547495,broken
499539,broken
498682,broken
505047,scattered
501269,broken
498369,isolated
499540,none
500894,none
499542,none
498373,none
507053,few
498378,scattered
498379,none
501270,none
498684,none
507054,few
498380,none
498686,scattered
504189,overcast
499543,overcast
505048,few
498382,scattered
498383,overcast
498384,overcast
500035,few
498687,overcast
499544,broken
499545,few
500036,few
498688,few
499085,scattered
504190,few
504191,few
498387,broken
502404,broken
498388,overcast
498390,overcast
498394,overcast
498395,overcast
537611,broken
498396,overcast
498397,overcast
498398,broken
499087,broken
499088,broken
498689,few
498399,overcast
498690,overcast
498691,overcast
498692,overcast
498693,overcast
498694,overcast
498695,overcast
500473,overcast
499547,few
499548,few
498405,overcast
499090,overcast
499091,broken
499092,broken
500038,overcast
500039,overcast
501526,overcast
499093,overcast
498406,broken
502836,scattered
530179,broken
498407,overcast
498408,broken
503203,overcast
498696,broken
508895,overcast
498697,overcast
509716,scattered
499549,broken
530180,overcast
500897,overcast
499094,none
498412,none
498413,none
498414,overcast
498417,broken
498418,broken
498420,overcast
498421,broken
498422,broken
509342,overcast
498423,isolated
498424,isolated
498425,broken
499552,scattered
499096,none
509343,isolated
498427,overcast
498428,none
498429,few
498430,overcast
498431,few
499553,overcast
498432,overcast
498433,overcast
498434,overcast
498699,overcast
498435,few
498436,overcast
498437,overcast
498438,few
498439,isolated
499097,isolated
500042,isolated
498440,none
498441,few
498442,few
501527,overcast
498443,few
501528,few
498444,few
498445,overcast
498446,none
498447,scattered
498448,scattered
498449,broken
498450,none
498451,broken
498452,broken
498453,overcast
498454,broken
499098,isolated
498455,broken
498456,broken
498457,none
498458,none
498459,few
498460,none
498461,overcast
498462,none
498463,overcast
499099,scattered
498464,isolated
498465,overcast
498466,overcast
498467,broken
498468,broken
498469,overcast
498470,overcast
498471,overcast
500043,overcast
498472,overcast
498473,overcast
498474,overcast
498475,overcast
498476,overcast
498477,overcast
498478,overcast
498479,few
498700,overcast
498480,broken
498481,broken
498482,overcast
505049,few
498483,overcast
498484,broken
500474,overcast
499554,overcast
498701,none
498702,few
499100,none
500044,none
500045,broken
498705,none
498706,none
500046,overcast
498707,isolated
498708,overcast
498709,broken
499555,overcast
498713,none
498714,overcast
498715,few
498716,none
498717,none
498728,none
498729,none
498730,none
498731,none
498732,none
498733,none
498734,none
498735,none
498736,none
498737,none
498738,none
498739,none
498740,none
498741,none
505051,none
498745,none
498746,few
501272,none
501878,none
498747,isolated
498755,scattered
498756,none
505052,few
498759,isolated
503934,none
498760,none
503936,none
499559,none
502405,none
499103,none
504505,none
499104,none
500048,few
501879,few
498761,none
502406,none
498762,few
498763,none
501273,few
499105,none
500049,few
500475,few
498765,none
498780,broken
498782,few
498783,overcast
498784,overcast
498785,none
498786,broken
498787,broken
498788,broken
498789,broken
500050,overcast
503937,overcast
498791,none
499107,overcast
499108,overcast
501530,overcast
521171,few
499109,overcast
504506,broken
500476,few
499560,overcast
499561,overcast
499562,overcast
498793,overcast
498794,overcast
500053,few
501275,overcast
